order_date,return_customers,return_customers_actableai,max_return_customers_actableai,min_return_customer_actableai,return_customer_tableau,max_return_customer_tableau,min_return_customer_tableau,new_customers,new_customers_actableai,max_new_customers_actableai,min_new_customers_actableai,new_customers_tableau,max_new_customers_tableau,min_new_customers_tableau
10/29/2010,3,3,3,3,3,3,3,1,1,1,1,1,1,1
10/30/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
10/31/2010,,,,,,,,12,12,12,12,12,12,12
11/1/2010,4,4,4,4,4,4,4,9,9,9,9,9,9,9
11/2/2010,9,9,9,9,9,9,9,10,10,10,10,10,10,10
11/3/2010,5,5,5,5,5,5,5,9,9,9,9,9,9,9
11/4/2010,2,2,2,2,2,2,2,12,12,12,12,12,12,12
11/5/2010,2,2,2,2,2,2,2,5,5,5,5,5,5,5
11/6/2010,1,1,1,1,1,1,1,,,,,,,
11/7/2010,4,4,4,4,4,4,4,8,8,8,8,8,8,8
11/8/2010,3,3,3,3,3,3,3,8,8,8,8,8,8,8
11/9/2010,6,6,6,6,6,6,6,7,7,7,7,7,7,7
11/10/2010,4,4,4,4,4,4,4,7,7,7,7,7,7,7
11/11/2010,4,4,4,4,4,4,4,10,10,10,10,10,10,10
11/12/2010,3,3,3,3,3,3,3,7,7,7,7,7,7,7
11/13/2010,2,2,2,2,2,2,2,3,3,3,3,3,3,3
11/14/2010,,,,,,,,7,7,7,7,7,7,7
11/15/2010,7,7,7,7,7,7,7,8,8,8,8,8,8,8
11/16/2010,4,4,4,4,4,4,4,10,10,10,10,10,10,10
11/17/2010,7,7,7,7,7,7,7,5,5,5,5,5,5,5
11/18/2010,1,1,1,1,1,1,1,9,9,9,9,9,9,9
11/19/2010,1,1,1,1,1,1,1,10,10,10,10,10,10,10
11/20/2010,,,,,,,,2,2,2,2,2,2,2
11/21/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11/22/2010,2,2,2,2,2,2,2,12,12,12,12,12,12,12
11/23/2010,6,6,6,6,6,6,6,10,10,10,10,10,10,10
11/24/2010,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11/25/2010,3,3,3,3,3,3,3,8,8,8,8,8,8,8
11/26/2010,3,3,3,3,3,3,3,3,3,3,3,3,3,3
11/27/2010,1,1,1,1,1,1,1,2,2,2,2,2,2,2
11/28/2010,2,2,2,2,2,2,2,8,8,8,8,8,8,8
11/29/2010,5,5,5,5,5,5,5,8,8,8,8,8,8,8
11/30/2010,5,5,5,5,5,5,5,10,10,10,10,10,10,10
12/1/2010,3,3,3,3,3,3,3,4,4,4,4,4,4,4
12/2/2010,9,9,9,9,9,9,9,11,11,11,11,11,11,11
12/3/2010,7,7,7,7,7,7,7,4,4,4,4,4,4,4
12/4/2010,2,2,2,2,2,2,2,4,4,4,4,4,4,4
12/5/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
12/6/2010,5,5,5,5,5,5,5,8,8,8,8,8,8,8
12/7/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
12/8/2010,1,1,1,1,1,1,1,6,6,6,6,6,6,6
12/9/2010,1,1,1,1,1,1,1,5,5,5,5,5,5,5
12/10/2010,1,1,1,1,1,1,1,6,6,6,6,6,6,6
12/11/2010,2,2,2,2,2,2,2,1,1,1,1,1,1,1
12/12/2010,2,2,2,2,2,2,2,3,3,3,3,3,3,3
12/13/2010,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12/14/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
12/15/2010,4,4,4,4,4,4,4,5,5,5,5,5,5,5
12/16/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
12/17/2010,1,1,1,1,1,1,1,4,4,4,4,4,4,4
12/18/2010,,,,,,,,2,2,2,2,2,2,2
12/19/2010,1,1,1,1,1,1,1,3,3,3,3,3,3,3
12/20/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12/21/2010,2,2,2,2,2,2,2,6,6,6,6,6,6,6
12/22/2010,1,1,1,1,1,1,1,7,7,7,7,7,7,7
12/23/2010,,,,,,,,4,4,4,4,4,4,4
12/25/2010,,,,,,,,1,1,1,1,1,1,1
12/26/2010,1,1,1,1,1,1,1,,,,,,,
12/27/2010,,,,,,,,2,2,2,2,2,2,2
12/28/2010,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12/29/2010,3,3,3,3,3,3,3,6,6,6,6,6,6,6
12/30/2010,,,,,,,,8,8,8,8,8,8,8
12/31/2010,2,2,2,2,2,2,2,1,1,1,1,1,1,1
1/1/2011,,,,,,,,2,2,2,2,2,2,2
1/2/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
1/3/2011,2,2,2,2,2,2,2,3,3,3,3,3,3,3
1/4/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1/5/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
1/6/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1/7/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
1/8/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
1/9/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1/10/2011,2,2,2,2,2,2,2,7,7,7,7,7,7,7
1/11/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
1/12/2011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1/13/2011,3,3,3,3,3,3,3,8,8,8,8,8,8,8
1/14/2011,2,2,2,2,2,2,2,8,8,8,8,8,8,8
1/15/2011,5,5,5,5,5,5,5,2,2,2,2,2,2,2
1/16/2011,,,,,,,,4,4,4,4,4,4,4
1/17/2011,6,6,6,6,6,6,6,4,4,4,4,4,4,4
1/18/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
1/19/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1/20/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
1/21/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1/22/2011,1,1,1,1,1,1,1,5,5,5,5,5,5,5
1/23/2011,,,,,,,,5,5,5,5,5,5,5
1/24/2011,7,7,7,7,7,7,7,5,5,5,5,5,5,5
1/25/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
1/26/2011,6,6,6,6,6,6,6,7,7,7,7,7,7,7
1/27/2011,5,5,5,5,5,5,5,4,4,4,4,4,4,4
1/28/2011,4,4,4,4,4,4,4,5,5,5,5,5,5,5
1/29/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1/30/2011,3,3,3,3,3,3,3,4,4,4,4,4,4,4
1/31/2011,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2/1/2011,4,4,4,4,4,4,4,5,5,5,5,5,5,5
2/2/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
2/3/2011,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2/4/2011,3,3,3,3,3,3,3,8,8,8,8,8,8,8
2/5/2011,,,,,,,,5,5,5,5,5,5,5
2/6/2011,,,,,,,,4,4,4,4,4,4,4
2/7/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2/8/2011,3,3,3,3,3,3,3,7,7,7,7,7,7,7
2/9/2011,5,5,5,5,5,5,5,8,8,8,8,8,8,8
2/10/2011,2,2,2,2,2,2,2,5,5,5,5,5,5,5
2/11/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
2/12/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
2/13/2011,,,,,,,,7,7,7,7,7,7,7
2/14/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
2/15/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
2/16/2011,3,3,3,3,3,3,3,9,9,9,9,9,9,9
2/17/2011,4,4,4,4,4,4,4,5,5,5,5,5,5,5
2/18/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
2/19/2011,3,3,3,3,3,3,3,1,1,1,1,1,1,1
2/20/2011,,,,,,,,6,6,6,6,6,6,6
2/21/2011,4,4,4,4,4,4,4,9,9,9,9,9,9,9
2/22/2011,5,5,5,5,5,5,5,3,3,3,3,3,3,3
2/23/2011,3,3,3,3,3,3,3,8,8,8,8,8,8,8
2/24/2011,2,2,2,2,2,2,2,7,7,7,7,7,7,7
2/25/2011,1,1,1,1,1,1,1,3,3,3,3,3,3,3
2/26/2011,,,,,,,,5,5,5,5,5,5,5
2/27/2011,3,3,3,3,3,3,3,9,9,9,9,9,9,9
2/28/2011,5,5,5,5,5,5,5,8,8,8,8,8,8,8
3/1/2011,,,,,,,,7,7,7,7,7,7,7
3/2/2011,,,,,,,,10,10,10,10,10,10,10
3/3/2011,2,2,2,2,2,2,2,5,5,5,5,5,5,5
3/4/2011,2,2,2,2,2,2,2,3,3,3,3,3,3,3
3/5/2011,5,5,5,5,5,5,5,3,3,3,3,3,3,3
3/6/2011,6,6,6,6,6,6,6,1,1,1,1,1,1,1
3/7/2011,2,2,2,2,2,2,2,7,7,7,7,7,7,7
3/8/2011,2,2,2,2,2,2,2,7,7,7,7,7,7,7
3/9/2011,6,6,6,6,6,6,6,9,9,9,9,9,9,9
3/10/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3/11/2011,5,5,5,5,5,5,5,6,6,6,6,6,6,6
3/12/2011,1,1,1,1,1,1,1,8,8,8,8,8,8,8
3/13/2011,,,,,,,,5,5,5,5,5,5,5
3/14/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
3/15/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
3/16/2011,1,1,1,1,1,1,1,10,10,10,10,10,10,10
3/17/2011,6,6,6,6,6,6,6,8,8,8,8,8,8,8
3/18/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
3/20/2011,,,,,,,,5,5,5,5,5,5,5
3/21/2011,5,5,5,5,5,5,5,7,7,7,7,7,7,7
3/22/2011,2,2,2,2,2,2,2,8,8,8,8,8,8,8
3/23/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
3/24/2011,,,,,,,,4,4,4,4,4,4,4
3/25/2011,6,6,6,6,6,6,6,11,11,11,11,11,11,11
3/26/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
3/27/2011,3,3,3,3,3,3,3,12,12,12,12,12,12,12
3/28/2011,8,8,8,8,8,8,8,11,11,11,11,11,11,11
3/29/2011,6,6,6,6,6,6,6,8,8,8,8,8,8,8
3/30/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3/31/2011,6,6,6,6,6,6,6,5,5,5,5,5,5,5
4/1/2011,3,3,3,3,3,3,3,4,4,4,4,4,4,4
4/2/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/3/2011,6,6,6,6,6,6,6,5,5,5,5,5,5,5
4/4/2011,9,9,9,9,9,9,9,8,8,8,8,8,8,8
4/5/2011,9,9,9,9,9,9,9,11,11,11,11,11,11,11
4/6/2011,7,7,7,7,7,7,7,5,5,5,5,5,5,5
4/7/2011,2,2,2,2,2,2,2,9,9,9,9,9,9,9
4/8/2011,4,4,4,4,4,4,4,9,9,9,9,9,9,9
4/9/2011,1,1,1,1,1,1,1,3,3,3,3,3,3,3
4/10/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4/11/2011,4,4,4,4,4,4,4,9,9,9,9,9,9,9
4/12/2011,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4/13/2011,5,5,5,5,5,5,5,7,7,7,7,7,7,7
4/14/2011,5,5,5,5,5,5,5,8,8,8,8,8,8,8
4/15/2011,2,2,2,2,2,2,2,3,3,3,3,3,3,3
4/16/2011,4,4,4,4,4,4,4,7,7,7,7,7,7,7
4/17/2011,,,,,,,,2,2,2,2,2,2,2
4/18/2011,3,3,3,3,3,3,3,4,4,4,4,4,4,4
4/19/2011,5,5,5,5,5,5,5,9,9,9,9,9,9,9
4/20/2011,3,3,3,3,3,3,3,11,11,11,11,11,11,11
4/21/2011,3,3,3,3,3,3,3,7,7,7,7,7,7,7
4/22/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4/23/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
4/24/2011,5,5,5,5,5,5,5,3,3,3,3,3,3,3
4/25/2011,5,5,5,5,5,5,5,6,6,6,6,6,6,6
4/26/2011,5,5,5,5,5,5,5,6,6,6,6,6,6,6
4/27/2011,3,3,3,3,3,3,3,11,11,11,11,11,11,11
4/28/2011,4,4,4,4,4,4,4,5,5,5,5,5,5,5
4/29/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
4/30/2011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5/1/2011,1,1,1,1,1,1,1,8,8,8,8,8,8,8
5/2/2011,10,10,10,10,10,10,10,10,10,10,10,10,10,10
5/3/2011,6,6,6,6,6,6,6,11,11,11,11,11,11,11
5/4/2011,5,5,5,5,5,5,5,6,6,6,6,6,6,6
5/5/2011,6,6,6,6,6,6,6,2,2,2,2,2,2,2
5/6/2011,2,2,2,2,2,2,2,5,5,5,5,5,5,5
5/7/2011,,,,,,,,4,4,4,4,4,4,4
5/8/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
5/9/2011,3,3,3,3,3,3,3,6,6,6,6,6,6,6
5/10/2011,2,2,2,2,2,2,2,7,7,7,7,7,7,7
5/11/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5/12/2011,6,6,6,6,6,6,6,6,6,6,6,6,6,6
5/13/2011,5,5,5,5,5,5,5,8,8,8,8,8,8,8
5/14/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
5/15/2011,6,6,6,6,6,6,6,3,3,3,3,3,3,3
5/16/2011,5,5,5,5,5,5,5,12,12,12,12,12,12,12
5/17/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
5/18/2011,6,6,6,6,6,6,6,4,4,4,4,4,4,4
5/19/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5/20/2011,1,1,1,1,1,1,1,3,3,3,3,3,3,3
5/21/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
5/22/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
5/23/2011,,,,,,,,6,6,6,6,6,6,6
5/24/2011,4,4,4,4,4,4,4,8,8,8,8,8,8,8
5/25/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
5/26/2011,8,8,8,8,8,8,8,4,4,4,4,4,4,4
5/27/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
5/28/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5/29/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
5/30/2011,4,4,4,4,4,4,4,10,10,10,10,10,10,10
5/31/2011,2,2,2,2,2,2,2,5,5,5,5,5,5,5
6/1/2011,2,2,2,2,2,2,2,9,9,9,9,9,9,9
6/2/2011,5,5,5,5,5,5,5,1,1,1,1,1,1,1
6/3/2011,2,2,2,2,2,2,2,10,10,10,10,10,10,10
6/4/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
6/5/2011,3,3,3,3,3,3,3,6,6,6,6,6,6,6
6/6/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6/7/2011,7,7,7,7,7,7,7,5,5,5,5,5,5,5
6/8/2011,3,3,3,3,3,3,3,7,7,7,7,7,7,7
6/9/2011,3,3,3,3,3,3,3,8,8,8,8,8,8,8
6/10/2011,8,8,8,8,8,8,8,3,3,3,3,3,3,3
6/11/2011,1,1,1,1,1,1,1,2,2,2,2,2,2,2
6/12/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
6/13/2011,4,4,4,4,4,4,4,11,11,11,11,11,11,11
6/14/2011,3,3,3,3,3,3,3,7,7,7,7,7,7,7
6/15/2011,6,6,6,6,6,6,6,4,4,4,4,4,4,4
6/16/2011,2,2,2,2,2,2,2,1,1,1,1,1,1,1
6/17/2011,4,4,4,4,4,4,4,2,2,2,2,2,2,2
6/18/2011,1,1,1,1,1,1,1,2,2,2,2,2,2,2
6/19/2011,1,1,1,1,1,1,1,2,2,2,2,2,2,2
6/20/2011,,,,,,,,4,4,4,4,4,4,4
6/21/2011,1,1,1,1,1,1,1,7,7,7,7,7,7,7
6/22/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6/23/2011,6,6,6,6,6,6,6,2,2,2,2,2,2,2
6/24/2011,4,4,4,4,4,4,4,5,5,5,5,5,5,5
6/25/2011,2,2,2,2,2,2,2,,,,,,,
6/26/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6/27/2011,9,9,9,9,9,9,9,1,1,1,1,1,1,1
6/28/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
6/29/2011,8,8,8,8,8,8,8,4,4,4,4,4,4,4
6/30/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7/1/2011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7/2/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7/3/2011,2,2,2,2,2,2,2,3,3,3,3,3,3,3
7/4/2011,5,5,5,5,5,5,5,4,4,4,4,4,4,4
7/5/2011,1,1,1,1,1,1,1,9,9,9,9,9,9,9
7/6/2011,5,5,5,5,5,5,5,,,,,,,
7/7/2011,6,6,6,6,6,6,6,3,3,3,3,3,3,3
7/8/2011,4,4,4,4,4,4,4,1,1,1,1,1,1,1
7/9/2011,5,5,5,5,5,5,5,,,,,,,
7/10/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
7/11/2011,7,7,7,7,7,7,7,5,5,5,5,5,5,5
7/12/2011,3,3,3,3,3,3,3,2,2,2,2,2,2,2
7/13/2011,6,6,6,6,6,6,6,2,2,2,2,2,2,2
7/14/2011,6,6,6,6,6,6,6,4,4,4,4,4,4,4
7/15/2011,,,,,,,,2,2,2,2,2,2,2
7/16/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
7/17/2011,4,4,4,4,4,4,4,6,6,6,6,6,6,6
7/18/2011,6,6,6,6,6,6,6,3,3,3,3,3,3,3
7/19/2011,3,3,3,3,3,3,3,10,10,10,10,10,10,10
7/20/2011,2,2,2,2,2,2,2,3,3,3,3,3,3,3
7/21/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
7/22/2011,3,3,3,3,3,3,3,4,4,4,4,4,4,4
7/23/2011,,,,,,,,2,2,2,2,2,2,2
7/24/2011,,,,,,,,1,1,1,1,1,1,1
7/25/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7/26/2011,,,,,,,,4,4,4,4,4,4,4
7/27/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
7/28/2011,2,2,2,2,2,2,2,3,3,3,3,3,3,3
7/29/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
7/31/2011,,,,,,,,6,6,6,6,6,6,6
8/1/2011,1,1,1,1,1,1,1,5,5,5,5,5,5,5
8/2/2011,2,2,2,2,2,2,2,1,1,1,1,1,1,1
8/3/2011,3,3,3,3,3,3,3,2,2,2,2,2,2,2
8/4/2011,9,9,9,9,9,9,9,3,3,3,3,3,3,3
8/5/2011,4,4,4,4,4,4,4,1,1,1,1,1,1,1
8/6/2011,3,3,3,3,3,3,3,,,,,,,
8/7/2011,1,1,1,1,1,1,1,3,3,3,3,3,3,3
8/8/2011,1,1,1,1,1,1,1,5,5,5,5,5,5,5
8/9/2011,5,5,5,5,5,5,5,8,8,8,8,8,8,8
8/10/2011,1,1,1,1,1,1,1,5,5,5,5,5,5,5
8/11/2011,4,4,4,4,4,4,4,6,6,6,6,6,6,6
8/12/2011,3,3,3,3,3,3,3,2,2,2,2,2,2,2
8/13/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
8/14/2011,2,2,2,2,2,2,2,3,3,3,3,3,3,3
8/15/2011,3,3,3,3,3,3,3,7,7,7,7,7,7,7
8/16/2011,3,3,3,3,3,3,3,6,6,6,6,6,6,6
8/17/2011,8,8,8,8,8,8,8,3,3,3,3,3,3,3
8/18/2011,4,4,4,4,4,4,4,3,3,3,3,3,3,3
8/19/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
8/20/2011,1,1,1,1,1,1,1,,,,,,,
8/21/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
8/22/2011,3,3,3,3,3,3,3,6,6,6,6,6,6,6
8/23/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
8/24/2011,1,1,1,1,1,1,1,7,7,7,7,7,7,7
8/25/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
8/26/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
8/27/2011,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8/28/2011,3,3,3,3,3,3,3,4,4,4,4,4,4,4
8/29/2011,2,2,2,2,2,2,2,5,5,5,5,5,5,5
8/30/2011,3,3,3,3,3,3,3,6,6,6,6,6,6,6
8/31/2011,3,3,3,3,3,3,3,4,4,4,4,4,4,4
9/1/2011,,,,,,,,2,2,2,2,2,2,2
9/2/2011,1,1,1,1,1,1,1,3,3,3,3,3,3,3
9/3/2011,,,,,,,,1,1,1,1,1,1,1
9/4/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
9/5/2011,2,2,2,2,2,2,2,8,8,8,8,8,8,8
9/6/2011,3,3,3,3,3,3,3,2,2,2,2,2,2,2
9/7/2011,4,4,4,4,4,4,4,8,8,8,8,8,8,8
9/8/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9/9/2011,1,1,1,1,1,1,1,2,2,2,2,2,2,2
9/10/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
9/11/2011,4,4,4,4,4,4,4,2,2,2,2,2,2,2
9/12/2011,7,7,7,7,7,7,7,6,6,6,6,6,6,6
9/13/2011,3,3,3,3,3,3,3,12,12,12,12,12,12,12
9/14/2011,4,4,4,4,4,4,4,6,6,6,6,6,6,6
9/15/2011,4,4,4,4,4,4,4,5,5,5,5,5,5,5
9/16/2011,2,2,2,2,2,2,2,7,7,7,7,7,7,7
9/17/2011,,,,,,,,4,4,4,4,4,4,4
9/18/2011,,,,,,,,3,3,3,3,3,3,3
9/19/2011,4,4,4,4,4,4,4,6,6,6,6,6,6,6
9/20/2011,13,13,13,13,13,13,13,7,7,7,7,7,7,7
9/21/2011,8,8,8,8,8,8,8,7,7,7,7,7,7,7
9/22/2011,5,5,5,5,5,5,5,9,9,9,9,9,9,9
9/23/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9/24/2011,1,1,1,1,1,1,1,6,6,6,6,6,6,6
9/25/2011,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9/26/2011,7,7,7,7,7,7,7,3,3,3,3,3,3,3
9/27/2011,1,1,1,1,1,1,1,7,7,7,7,7,7,7
9/28/2011,1,1,1,1,1,1,1,7,7,7,7,7,7,7
9/29/2011,8,8,8,8,8,8,8,3,3,3,3,3,3,3
9/30/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
10/1/2011,3,3,3,3,3,3,3,4,4,4,4,4,4,4
10/2/2011,4,4,4,4,4,4,4,5,5,5,5,5,5,5
10/3/2011,10,10,10,10,10,10,10,5,5,5,5,5,5,5
10/4/2011,8,8,8,8,8,8,8,3,3,3,3,3,3,3
10/5/2011,1,1,1,1,1,1,1,4,4,4,4,4,4,4
10/6/2011,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10/7/2011,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10/8/2011,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10/9/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
10/10/2011,8,8,8,8,8,8,8,1,1,1,1,1,1,1
10/11/2011,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10/12/2011,6,6,6,6,6,6,6,9,9,9,9,9,9,9
10/13/2011,6,6,6,6,6,6,6,14,14,14,14,14,14,14
10/14/2011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
10/15/2011,2,2,2,2,2,2,2,8,8,8,8,8,8,8
10/16/2011,,,,,,,,6,6,6,6,6,6,6
10/17/2011,5,5,5,5,5,5,5,10,10,10,10,10,10,10
10/18/2011,6,6,6,6,6,6,6,11,11,11,11,11,11,11
10/19/2011,1,1,1,1,1,1,1,10,10,10,10,10,10,10
10/20/2011,1,1,1,1,1,1,1,10,10,10,10,10,10,10
10/21/2011,3,3,3,3,3,3,3,5,5,5,5,5,5,5
10/22/2011,3,3,3,3,3,3,3,8,8,8,8,8,8,8
10/23/2011,5,5,5,5,5,5,5,12,12,12,12,12,12,12
10/24/2011,5,5,5,5,5,5,5,17,17,17,17,17,17,17
10/25/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10/26/2011,4,4,4,4,4,4,4,10,10,10,10,10,10,10
10/27/2011,4,4,4,4,4,4,4,11,11,11,11,11,11,11
10/28/2011,3,3,3,3,3,3,3,11,11,11,11,11,11,11
10/29/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
10/30/2011,3,3,3,3,3,3,3,10,10,10,10,10,10,10
10/31/2011,7,7,7,7,7,7,7,9,9,9,9,9,9,9
11/1/2011,7,7,7,7,7,7,7,9,9,9,9,9,9,9
11/2/2011,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11/3/2011,15,15,15,15,15,15,15,10,10,10,10,10,10,10
11/4/2011,11,11,11,11,11,11,11,6,6,6,6,6,6,6
11/5/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
11/6/2011,5,5,5,5,5,5,5,8,8,8,8,8,8,8
11/7/2011,4,4,4,4,4,4,4,14,14,14,14,14,14,14
11/8/2011,10,10,10,10,10,10,10,11,11,11,11,11,11,11
11/9/2011,11,11,11,11,11,11,11,10,10,10,10,10,10,10
11/10/2011,7,7,7,7,7,7,7,9,9,9,9,9,9,9
11/11/2011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11/12/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11/13/2011,1,1,1,1,1,1,1,3,3,3,3,3,3,3
11/14/2011,10,10,10,10,10,10,10,13,13,13,13,13,13,13
11/15/2011,12,12,12,12,12,12,12,7,7,7,7,7,7,7
11/16/2011,1,1,1,1,1,1,1,7,7,7,7,7,7,7
11/17/2011,2,2,2,2,2,2,2,5,5,5,5,5,5,5
11/18/2011,5,5,5,5,5,5,5,9,9,9,9,9,9,9
11/19/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11/20/2011,5,5,5,5,5,5,5,7,7,7,7,7,7,7
11/21/2011,11,11,11,11,11,11,11,7,7,7,7,7,7,7
11/22/2011,10,10,10,10,10,10,10,15,15,15,15,15,15,15
11/23/2011,10,10,10,10,10,10,10,8,8,8,8,8,8,8
11/24/2011,7,7,7,7,7,7,7,12,12,12,12,12,12,12
11/25/2011,4,4,4,4,4,4,4,6,6,6,6,6,6,6
11/26/2011,4,4,4,4,4,4,4,6,6,6,6,6,6,6
11/27/2011,2,2,2,2,2,2,2,8,8,8,8,8,8,8
11/28/2011,9,9,9,9,9,9,9,8,8,8,8,8,8,8
11/29/2011,5,5,5,5,5,5,5,7,7,7,7,7,7,7
11/30/2011,5,5,5,5,5,5,5,6,6,6,6,6,6,6
12/1/2011,7,7,7,7,7,7,7,10,10,10,10,10,10,10
12/2/2011,2,2,2,2,2,2,2,6,6,6,6,6,6,6
12/3/2011,2,2,2,2,2,2,2,4,4,4,4,4,4,4
12/4/2011,7,7,7,7,7,7,7,2,2,2,2,2,2,2
12/5/2011,10,10,10,10,10,10,10,5,5,5,5,5,5,5
12/6/2011,11,11,11,11,11,11,11,11,11,11,11,11,11,11
12/7/2011,6,6,6,6,6,6,6,9,9,9,9,9,9,9
12/8/2011,2,2,2,2,2,2,2,9,9,9,9,9,9,9
12/9/2011,4,4,4,4,4,4,4,4,4,4,4,4,4,4
